gene	Gene.ontology.IDs
ENSGACT00000015227.2	GO:0004550;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006174;GO:0006186;GO:0006756;GO:0006757;GO:0015949;GO:0019206;GO:0031965;GO:0050145;GO:0061508;GO:0061565;GO:0061566;GO:0061567;GO:0061568;GO:0061569;GO:0061570;GO:0061571
ENSGACT00000013766.1	GO:0004709;GO:0005524;GO:0006468;GO:0007257;GO:0042803;GO:0046777
ENSGACT00000025921.1	GO:0004674;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0005875;GO:0006468;GO:0007611;GO:0010628;GO:0010629;GO:0018105;GO:0018107;GO:0018108;GO:0021762;GO:0032091;GO:0032273;GO:0043025;GO:0048156;GO:0048471;GO:0050321;GO:0061890;GO:1903980;GO:1904031;GO:2001056
ENSGACT00000002633.1	GO:0001534;GO:0003341;GO:0005634;GO:0005654;GO:0005730;GO:0005930;GO:0031514;GO:0035082
ENSGACT00000005960.1	
ENSGACT00000018427.1	GO:0005634;GO:0005737;GO:0006954;GO:0007155;GO:0050852
ENSGACT00000008122.1	GO:0005615;GO:0010506;GO:0016021
ENSGACT00000017574.1	GO:0005615;GO:0010506;GO:0016021
ENSGACT00000008170.1	GO:0008253;GO:0046872
ENSGACT00000008472.1	GO:0005096;GO:0005737;GO:0005829;GO:0007165;GO:0030833;GO:0032956;GO:0051056
ENSGACT00000006596.1	GO:0016021
ENSGACT00000006053.1	GO:0005739;GO:0061617
ENSGACT00000015265.1	GO:0005086;GO:0010923;GO:0016021;GO:0030658;GO:0032012
ENSGACT00000016812.1	GO:0005623;GO:0006623;GO:0007005;GO:0019898;GO:0045053;GO:0070062;GO:1901526
ENSGACT00000020466.1	
ENSGACT00000018042.1	
ENSGACT00000014962.1	GO:0005576
ENSGACT00000002414.1	GO:0000775;GO:0003713;GO:0005634;GO:0005730;GO:0005829;GO:0006325;GO:0006915;GO:0008134;GO:0016605;GO:0031396;GO:0034605;GO:0034620;GO:0042803;GO:0045892;GO:0071276;GO:0071280;GO:0072738;GO:1903936
ENSGACT00000002406.1	GO:0000775;GO:0003713;GO:0005634;GO:0005730;GO:0005829;GO:0006325;GO:0006915;GO:0008134;GO:0016605;GO:0031396;GO:0034605;GO:0034620;GO:0042803;GO:0045892;GO:0071276;GO:0071280;GO:0072738;GO:1903936
ENSGACT00000003311.1	GO:0003677;GO:0005634;GO:0046872
ENSGACT00000003303.1	GO:0003677;GO:0005634;GO:0046872
ENSGACT00000003296.1	GO:0003677;GO:0005634;GO:0046872
ENSGACT00000003849.1	GO:0000462;GO:0005730;GO:0032040
ENSGACT00000003851.1	GO:0000462;GO:0005730;GO:0032040
ENSGACT00000001792.1	GO:0003735;GO:0005654;GO:0005739;GO:0005763;GO:0030054;GO:0032543
ENSGACT00000001796.1	GO:0003735;GO:0005654;GO:0005739;GO:0005763;GO:0030054;GO:0032543
ENSGACT00000015432.1	
ENSGACT00000019278.1	GO:0004842;GO:0031462;GO:0051438
ENSGACT00000021493.1	GO:0004842;GO:0031462;GO:0051438
ENSGACT00000019276.1	GO:0004842;GO:0031462;GO:0051438
ENSGACT00000019282.1	GO:0005758
ENSGACT00000014049.1	GO:0005634;GO:0005737;GO:0008143;GO:0016607;GO:0043488;GO:0046872;GO:1900364
ENSGACT00000011796.1	GO:0003341;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0016887
ENSGACT00000024038.1	GO:0006887;GO:0016805
ENSGACT00000024039.1	GO:0006887;GO:0016805
ENSGACT00000024036.1	GO:0006887;GO:0016805
ENSGACT00000010511.1	GO:0016021;GO:0030246;GO:0072546
ENSGACT00000018131.1	GO:0005737;GO:0005769;GO:0005770;GO:0006886;GO:0007283;GO:0030154;GO:0055037;GO:0061008
ENSGACT00000018127.1	GO:0005737;GO:0005769;GO:0005770;GO:0006886;GO:0007283;GO:0030154;GO:0055037;GO:0061008
ENSGACT00000001307.1	GO:0000976;GO:0000981;GO:0003677;GO:0005634;GO:0042254;GO:0045892;GO:0046872;GO:0071294
ENSGACT00000001761.1	GO:0000976;GO:0000981;GO:0003677;GO:0005634;GO:0042254;GO:0045892;GO:0046872;GO:0071294
ENSGACT00000014779.1	GO:0000184;GO:0000956;GO:0005783;GO:0006890;GO:0015031;GO:0043009;GO:2000623
ENSGACT00000017695.1	GO:0003341;GO:0005929;GO:0005930;GO:0031514;GO:0035082;GO:0044458;GO:0060091;GO:0060271;GO:0060294
ENSGACT00000017697.1	GO:0003341;GO:0005929;GO:0005930;GO:0031514;GO:0035082;GO:0044458;GO:0060091;GO:0060271;GO:0060294
ENSGACT00000019367.1	GO:0016021;GO:0016787
ENSGACT00000019365.1	GO:0016021;GO:0016787
ENSGACT00000025796.1	GO:0003779;GO:0005524;GO:0005640;GO:0005794;GO:0007399;GO:0022008;GO:0030027;GO:0030175;GO:0031016;GO:0072576
ENSGACT00000025797.1	GO:0003779;GO:0005524;GO:0005640;GO:0005794;GO:0007399;GO:0022008;GO:0030027;GO:0030175;GO:0031016;GO:0072576
ENSGACT00000019652.1	GO:0004930;GO:0004984;GO:0005886;GO:0016021
ENSGACT00000008140.1	GO:0005737;GO:0005743;GO:0016021;GO:0050935
ENSGACT00000019479.1	GO:0000281;GO:0005249;GO:0005484;GO:0005737;GO:0005886;GO:0006887;GO:0006906;GO:0007626;GO:0016020;GO:0016082;GO:0017075;GO:0019905;GO:0030054;GO:0031201;GO:0031629;GO:0043005;GO:0098793
ENSGACT00000019474.1	GO:0000281;GO:0005249;GO:0005484;GO:0005737;GO:0005886;GO:0006887;GO:0006906;GO:0007626;GO:0016020;GO:0016082;GO:0017075;GO:0019905;GO:0030054;GO:0031201;GO:0031629;GO:0043005;GO:0098793
ENSGACT00000019242.1	GO:0005737;GO:0005813;GO:0005829;GO:0005874;GO:0007032;GO:0007040;GO:0008017;GO:0008333;GO:0015031;GO:0030705;GO:0031122;GO:0045022;GO:0051959;GO:0070695
ENSGACT00000019248.1	GO:0005737;GO:0005813;GO:0005829;GO:0005874;GO:0007032;GO:0007040;GO:0008017;GO:0008333;GO:0015031;GO:0030705;GO:0031122;GO:0045022;GO:0051959;GO:0070695
ENSGACT00000004862.1	GO:0001917;GO:0003779;GO:0005198;GO:0005813;GO:0005814;GO:0005829;GO:0005886;GO:0007098;GO:0008104;GO:0010457;GO:0010669;GO:0015629;GO:0019894;GO:0032053;GO:0033365;GO:0035253;GO:0045494;GO:0045724;GO:0051656;GO:0070062;GO:1903566
ENSGACT00000001491.1	GO:0001917;GO:0003779;GO:0005198;GO:0005813;GO:0005814;GO:0005829;GO:0005886;GO:0007098;GO:0008104;GO:0010457;GO:0010669;GO:0015629;GO:0019894;GO:0032053;GO:0033365;GO:0035253;GO:0045494;GO:0045724;GO:0051656;GO:0070062;GO:1903566
ENSGACT00000017114.1	GO:0005794;GO:0016021
ENSGACT00000007794.1	GO:0005794;GO:0016021
ENSGACT00000019752.1	
ENSGACT00000004763.1	GO:0005764;GO:0005765;GO:0005768;GO:0005769;GO:0005886;GO:0007032;GO:0016020;GO:0016021;GO:0019900;GO:0031625;GO:0031902;GO:0032509;GO:0032585;GO:0032911;GO:0042995;GO:0097001;GO:0097213;GO:0097487;GO:1902936;GO:1905166;GO:1905671
ENSGACT00000004585.1	GO:0005764;GO:0005765;GO:0005768;GO:0005769;GO:0005886;GO:0007032;GO:0016020;GO:0016021;GO:0019900;GO:0031625;GO:0031902;GO:0032509;GO:0032585;GO:0032911;GO:0042995;GO:0097001;GO:0097213;GO:0097487;GO:1902936;GO:1905166;GO:1905671
ENSGACT00000004757.1	GO:0005764;GO:0005765;GO:0005768;GO:0005769;GO:0005886;GO:0007032;GO:0016020;GO:0016021;GO:0019900;GO:0031625;GO:0031902;GO:0032509;GO:0032585;GO:0032911;GO:0042995;GO:0097001;GO:0097213;GO:0097487;GO:1902936;GO:1905166;GO:1905671
ENSGACT00000027176.1	GO:0003924;GO:0005525;GO:0005794;GO:0005929;GO:0006886;GO:0030030;GO:0030670;GO:0032482;GO:0045335;GO:0045880;GO:0050714;GO:0071333;GO:0090382;GO:0090385
ENSGACT00000027177.1	GO:0003924;GO:0005525;GO:0005794;GO:0005929;GO:0006886;GO:0030030;GO:0030670;GO:0032482;GO:0045335;GO:0045880;GO:0050714;GO:0071333;GO:0090382;GO:0090385
ENSGACT00000011810.1	GO:0005769;GO:0010008;GO:0010314;GO:0010976;GO:0015031;GO:0022615;GO:0030111;GO:0030136;GO:0032009;GO:0032266;GO:0050765;GO:0070273;GO:0080025
ENSGACT00000025625.1	GO:0000398;GO:0003676;GO:0004386;GO:0005524;GO:0005737;GO:0006406;GO:0016607;GO:0042802
ENSGACT00000025618.1	GO:0000398;GO:0003676;GO:0004386;GO:0005524;GO:0005737;GO:0006406;GO:0016607;GO:0042802
ENSGACT00000017837.1	GO:0005795
ENSGACT00000017840.1	GO:0005795
ENSGACT00000009133.1	GO:0000145;GO:0006887;GO:0015031;GO:0030426;GO:0048471
ENSGACT00000010624.1	GO:0003677;GO:0005643;GO:0005654;GO:0005737;GO:0015031;GO:0051028
ENSGACT00000015986.1	GO:0003677;GO:0008270
ENSGACT00000019315.1	GO:0005524;GO:0010960;GO:0015095;GO:0016021;GO:0016323;GO:0043231
ENSGACT00000008375.1	GO:0003950;GO:0005635;GO:0005783;GO:0005789;GO:0006471;GO:0016021;GO:0019900;GO:0030968;GO:0043539;GO:0071782
ENSGACT00000008368.1	GO:0003950;GO:0005635;GO:0005783;GO:0005789;GO:0006471;GO:0016021;GO:0019900;GO:0030968;GO:0043539;GO:0071782
ENSGACT00000016912.1	GO:0000010;GO:0005739;GO:0005829;GO:0006744;GO:0008299;GO:0046982;GO:0050347;GO:0050878;GO:0051290;GO:1990234
ENSGACT00000016917.1	GO:0000010;GO:0005739;GO:0005829;GO:0006744;GO:0008299;GO:0046982;GO:0050347;GO:0050878;GO:0051290;GO:1990234
ENSGACT00000014822.1	GO:0005886;GO:0016021
ENSGACT00000006136.1	GO:0005615;GO:0005764;GO:0016042;GO:0016787
ENSGACT00000015894.1	GO:0000462;GO:0030515;GO:0032040;GO:0034388
ENSGACT00000015906.1	GO:0000462;GO:0030515;GO:0032040;GO:0034388
ENSGACT00000015900.1	GO:0000462;GO:0030515;GO:0032040;GO:0034388
ENSGACT00000015889.1	GO:0000462;GO:0030515;GO:0032040;GO:0034388
ENSGACT00000021702.1	GO:0001525;GO:0005096;GO:0005737;GO:0005856;GO:0005925;GO:0007165;GO:0030154;GO:0042995
ENSGACT00000017954.1	GO:0000139;GO:0000281;GO:0003924;GO:0005525;GO:0005546;GO:0005886;GO:0005905;GO:0006886;GO:0010008;GO:0016197;GO:0019003;GO:0019882;GO:0031175;GO:0031253;GO:0032456;GO:0032482;GO:0036010;GO:0042470;GO:0045171;GO:0045334;GO:0048227;GO:0098993;GO:1990090
ENSGACT00000019727.1	GO:0000139;GO:0000281;GO:0003924;GO:0005525;GO:0005546;GO:0005886;GO:0005905;GO:0006886;GO:0010008;GO:0016197;GO:0019003;GO:0019882;GO:0031175;GO:0031253;GO:0032456;GO:0032482;GO:0036010;GO:0042470;GO:0045171;GO:0045334;GO:0048227;GO:0098993;GO:1990090
ENSGACT00000019728.1	GO:0000139;GO:0000281;GO:0003924;GO:0005525;GO:0005546;GO:0005886;GO:0005905;GO:0006886;GO:0010008;GO:0016197;GO:0019003;GO:0019882;GO:0031175;GO:0031253;GO:0032456;GO:0032482;GO:0036010;GO:0042470;GO:0045171;GO:0045334;GO:0048227;GO:0098993;GO:1990090
ENSGACT00000025040.1	GO:0000077;GO:0005634;GO:0005829;GO:0006915;GO:0008643;GO:0043278;GO:0046325;GO:1902042;GO:1902043
ENSGACT00000006676.1	GO:0000122;GO:0004843;GO:0005634;GO:0005737;GO:0005813;GO:0006511;GO:0007049;GO:0007517;GO:0016020;GO:0016579;GO:0030332;GO:0031625;GO:0032922;GO:0042802;GO:0043153;GO:0045475;GO:0045931;GO:0046872;GO:0048471;GO:0048512;GO:0048642;GO:0048643;GO:0050821
ENSGACT00000015715.1	GO:0000139;GO:0006513;GO:0006888;GO:0009952;GO:0014029;GO:0014032;GO:0016055;GO:0030127;GO:0030134;GO:0031463;GO:0048208;GO:0060028
ENSGACT00000015711.1	GO:0000139;GO:0006513;GO:0006888;GO:0009952;GO:0014029;GO:0014032;GO:0016055;GO:0030127;GO:0030134;GO:0031463;GO:0048208;GO:0060028
ENSGACT00000001354.1	GO:0005737;GO:0005856;GO:0007023
ENSGACT00000026104.1	GO:0005737;GO:0005856;GO:0007023
ENSGACT00000014531.1	GO:0000126;GO:0000978;GO:0000979;GO:0001016;GO:0003700;GO:0005634;GO:0005667;GO:0005669;GO:0005737;GO:0006366;GO:0008134;GO:0009792;GO:0070898
ENSGACT00000025690.1	GO:0004721;GO:0004722;GO:0005635;GO:0005737;GO:0005789;GO:0006470;GO:0006998;GO:0010867;GO:0016021;GO:0031965;GO:0071595
ENSGACT00000012273.1	GO:0000266;GO:0003374;GO:0003924;GO:0005525;GO:0005737;GO:0005739;GO:0005743;GO:0005758;GO:0006915;GO:0008017;GO:0008053;GO:0016020;GO:0016021;GO:0031966;GO:0043009;GO:0046039;GO:0055015;GO:0061025;GO:0070300;GO:0070584;GO:0097749;GO:1901612
ENSGACT00000024020.1	GO:0000386;GO:0000398;GO:0005681;GO:0030628;GO:0046872
ENSGACT00000003563.1	GO:0000334;GO:0005737;GO:0005829;GO:0006569;GO:0008198;GO:0009435;GO:0019805;GO:0034354;GO:0043420;GO:0046874
ENSGACT00000003536.1	GO:0000334;GO:0005737;GO:0005829;GO:0006569;GO:0008198;GO:0009435;GO:0019805;GO:0034354;GO:0043420;GO:0046874
ENSGACT00000011986.1	GO:0001755;GO:0001867;GO:0003677;GO:0005509;GO:0005537;GO:0005581;GO:0005615;GO:0019730;GO:0032502;GO:0042806;GO:0048029;GO:0070492;GO:0120153
ENSGACT00000019584.1	GO:0003677;GO:0003723;GO:0005730;GO:0005737
ENSGACT00000011008.1	GO:0005789;GO:0005793;GO:0006888;GO:0030134;GO:0030173
ENSGACT00000011000.1	GO:0005789;GO:0005793;GO:0006888;GO:0030134;GO:0030173
ENSGACT00000010994.1	GO:0005789;GO:0005793;GO:0006888;GO:0030134;GO:0030173
ENSGACT00000011013.1	GO:0005789;GO:0005793;GO:0006888;GO:0030134;GO:0030173
ENSGACT00000023149.2	GO:0005634;GO:0005694;GO:0007517;GO:0034770;GO:0034773;GO:0040014;GO:0042799
ENSGACT00000000395.1	GO:0005794;GO:0016021;GO:0016757
ENSGACT00000002795.2	GO:0003779;GO:0005829;GO:0005856;GO:0005886;GO:0015031;GO:0016192;GO:0030659;GO:0045010;GO:0070649;GO:2000781
ENSGACT00000025600.1	GO:0005741;GO:0016021;GO:0042407
ENSGACT00000018901.1	GO:0005634;GO:0005737;GO:0007417;GO:0015031;GO:0021552;GO:0032502;GO:0061053
ENSGACT00000026165.1	GO:0000056;GO:0005634;GO:0030688;GO:0031902;GO:0034448;GO:0042274
ENSGACT00000026163.2	GO:0000056;GO:0005634;GO:0030688;GO:0031902;GO:0034448;GO:0042274
ENSGACT00000010775.1	GO:0005794;GO:0005829;GO:0008289;GO:0015031;GO:0016020;GO:0035621;GO:0035627;GO:0120009;GO:0120013;GO:1902387;GO:1902388
ENSGACT00000022651.1	GO:0004721;GO:0005739;GO:0046872
ENSGACT00000022647.1	GO:0004721;GO:0005739;GO:0046872
ENSGACT00000017842.1	GO:0004721;GO:0005739;GO:0046872
ENSGACT00000012986.1	GO:0008270;GO:0030334;GO:0030336;GO:0040037;GO:0042074;GO:0042661;GO:0045893;GO:0090243
ENSGACT00000000241.1	GO:0000973;GO:0003690;GO:0003723;GO:0006368;GO:0016973;GO:0070390;GO:0071033
ENSGACT00000020475.1	GO:0000973;GO:0003690;GO:0003723;GO:0006368;GO:0016973;GO:0070390;GO:0071033
ENSGACT00000021915.1	GO:0005764;GO:0005856;GO:0005886;GO:0005938;GO:0006897;GO:0008289;GO:0030036
ENSGACT00000013057.1	GO:0005764;GO:0005856;GO:0005886;GO:0005938;GO:0006897;GO:0008289;GO:0030036
ENSGACT00000013061.1	GO:0005764;GO:0005856;GO:0005886;GO:0005938;GO:0006897;GO:0008289;GO:0030036
ENSGACT00000002249.1	GO:0000922;GO:0005524;GO:0005634;GO:0005737;GO:0005813;GO:0005819;GO:0005874;GO:0007283;GO:0008017;GO:0008568;GO:0016853;GO:0016887;GO:0031122
ENSGACT00000006335.1	GO:0005634;GO:0005737;GO:0007275;GO:0061630
ENSGACT00000006344.1	GO:0005634;GO:0005737;GO:0007275;GO:0061630
ENSGACT00000017425.1	GO:0000139;GO:0006486;GO:0008454;GO:0016021;GO:0046872
ENSGACT00000021213.1	GO:0046872;GO:0051213
ENSGACT00000021215.1	GO:0046872;GO:0051213
ENSGACT00000005087.1	GO:0004095;GO:0005739;GO:0005743;GO:0006635
ENSGACT00000005080.1	GO:0004095;GO:0005739;GO:0005743;GO:0006635
ENSGACT00000019686.1	GO:0004132;GO:0005737;GO:0006226;GO:0006231;GO:0008270
ENSGACT00000013071.1	GO:0007049;GO:0007088;GO:0032880;GO:0051301;GO:0060236
ENSGACT00000022633.1	GO:0005743;GO:0016021;GO:0022857
ENSGACT00000005229.1	GO:0000814;GO:0043328
ENSGACT00000005238.1	GO:0000814;GO:0043328
ENSGACT00000005854.1	GO:0004721;GO:0005737;GO:0046872
ENSGACT00000024351.1	GO:0004672;GO:0005524;GO:0005789;GO:0006493;GO:0016021;GO:0016301;GO:0016773;GO:0019200;GO:0030247;GO:0036268;GO:0043531;GO:0046835;GO:0061061
ENSGACT00000012351.1	
ENSGACT00000026090.1	GO:0005634;GO:0005737;GO:0032874
ENSGACT00000007027.1	GO:0015031;GO:0016021;GO:0016192
ENSGACT00000021079.1	GO:0004163;GO:0005524;GO:0005829;GO:0006695;GO:0019287
ENSGACT00000012389.1	GO:0004252;GO:0005044;GO:0016021;GO:0061436
ENSGACT00000012360.1	GO:0004252;GO:0005044;GO:0016021;GO:0061436
ENSGACT00000010537.1	GO:0001401;GO:0005739;GO:0005741;GO:0005743;GO:0042407;GO:0061617
ENSGACT00000016452.1	GO:0001401;GO:0005739;GO:0005741;GO:0005743;GO:0042407;GO:0061617
ENSGACT00000004048.1	GO:0005886;GO:0016021
ENSGACT00000009463.1	GO:0005886;GO:0016021
ENSGACT00000000925.1	GO:0000151;GO:0000287;GO:0004674;GO:0004712;GO:0004713;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006468;GO:0007224;GO:0018108;GO:0030145;GO:0042771;GO:0045725;GO:0070885;GO:1990904
ENSGACT00000000923.1	GO:0000151;GO:0000287;GO:0004674;GO:0004712;GO:0004713;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006468;GO:0007224;GO:0018108;GO:0030145;GO:0042771;GO:0045725;GO:0070885;GO:1990904
ENSGACT00000027304.1	GO:0005739;GO:0005777;GO:0005778;GO:0005811;GO:0007031;GO:0009409;GO:0016021;GO:0031966;GO:0032094;GO:0090140
ENSGACT00000027305.1	GO:0005739;GO:0005777;GO:0005778;GO:0005811;GO:0007031;GO:0009409;GO:0016021;GO:0031966;GO:0032094;GO:0090140
ENSGACT00000024405.1	GO:0005814;GO:0005829;GO:0005868;GO:0005930;GO:0007018;GO:0030286;GO:0036064;GO:0042073;GO:0045503;GO:0045504;GO:0060271;GO:0097014
ENSGACT00000013301.1	GO:0003723;GO:0007275
ENSGACT00000009723.1	GO:0001695;GO:0005737;GO:0032259;GO:0046539
ENSGACT00000009729.1	GO:0001695;GO:0005737;GO:0032259;GO:0046539
ENSGACT00000006285.1	GO:0005737;GO:0015629;GO:0016363;GO:0030042;GO:0051015
ENSGACT00000006299.1	GO:0005737;GO:0015629;GO:0016363;GO:0030042;GO:0051015
ENSGACT00000001475.1	GO:0003735;GO:0005762;GO:0006412;GO:0019843
ENSGACT00000001921.1	GO:0017112;GO:0035556
ENSGACT00000011042.1	GO:0001654;GO:0005737;GO:0005829;GO:0007596;GO:0008089;GO:0008320;GO:0030133;GO:0030168;GO:0031083;GO:0031175;GO:0032402;GO:0032438;GO:0032816;GO:0033299;GO:0035646;GO:0042493;GO:0043473;GO:0048066;GO:0048490;GO:0060155;GO:1904115
ENSGACT00000014656.1	GO:0000209;GO:0004842;GO:0005829
ENSGACT00000022377.1	
ENSGACT00000013914.1	GO:0001525;GO:0001570;GO:0005795;GO:0005911;GO:0007165;GO:0010507;GO:0032991;GO:0033625;GO:0035024;GO:0042803;GO:0043087;GO:0048471;GO:0048754;GO:0051020;GO:1905709;GO:2000299
ENSGACT00000021352.2	GO:0000122;GO:0001103;GO:0003677;GO:0003714;GO:0004407;GO:0005634;GO:0005654;GO:0016575;GO:0017053;GO:0031937;GO:0032991;GO:0042826
ENSGACT00000013628.1	GO:0005123;GO:0005125;GO:0005164;GO:0005615;GO:0005886;GO:0006915;GO:0006919;GO:0006955;GO:0007250;GO:0016021;GO:0042107;GO:0050715
ENSGACT00000011275.1	GO:0006812;GO:0015267;GO:0019898;GO:0046930;GO:0046931;GO:0052331
ENSGACT00000025650.1	GO:0001525;GO:0005829;GO:0005886;GO:0005942;GO:0005944;GO:0007186;GO:0014065;GO:0016020;GO:0030168;GO:0042269;GO:0043406;GO:0045582;GO:0045766;GO:0046934;GO:0046935
ENSGACT00000009095.1	GO:0001525;GO:0005829;GO:0005886;GO:0005942;GO:0005944;GO:0007186;GO:0014065;GO:0016020;GO:0030168;GO:0042269;GO:0043406;GO:0045582;GO:0045766;GO:0046934;GO:0046935
ENSGACT00000025651.1	GO:0001525;GO:0005829;GO:0005886;GO:0005942;GO:0005944;GO:0007186;GO:0014065;GO:0016020;GO:0030168;GO:0042269;GO:0043406;GO:0045582;GO:0045766;GO:0046934;GO:0046935
ENSGACT00000022763.1	GO:0004842;GO:0005524;GO:0008270
ENSGACT00000024587.1	GO:0004842;GO:0005524;GO:0008270
ENSGACT00000024589.1	GO:0004842;GO:0005524;GO:0008270
ENSGACT00000024581.1	GO:0004842;GO:0005524;GO:0008270
ENSGACT00000009166.1	GO:0005923;GO:0009986;GO:0016021;GO:0016324;GO:0098609
ENSGACT00000026719.1	GO:0005923;GO:0009986;GO:0016021;GO:0016324;GO:0098609
ENSGACT00000002989.1	GO:0004674;GO:0005085;GO:0005089;GO:0005516;GO:0005524;GO:0005829;GO:0005886;GO:0007186;GO:0007275;GO:0008307;GO:0016604;GO:0030016;GO:0030018;GO:0030506;GO:0031430;GO:0031432;GO:0035023;GO:0036309;GO:0042383;GO:0043065;GO:0045214;GO:0046872;GO:0051056
ENSGACT00000018935.1	GO:0004674;GO:0005085;GO:0005089;GO:0005516;GO:0005524;GO:0005829;GO:0005886;GO:0007186;GO:0007275;GO:0008307;GO:0016604;GO:0030016;GO:0030018;GO:0030506;GO:0031430;GO:0031432;GO:0035023;GO:0036309;GO:0042383;GO:0043065;GO:0045214;GO:0046872;GO:0051056
ENSGACT00000023124.2	GO:0004674;GO:0005085;GO:0005089;GO:0005516;GO:0005524;GO:0005829;GO:0005886;GO:0007186;GO:0007275;GO:0008307;GO:0016604;GO:0030016;GO:0030018;GO:0030506;GO:0031430;GO:0031432;GO:0035023;GO:0036309;GO:0042383;GO:0043065;GO:0045214;GO:0046872;GO:0051056
ENSGACT00000014404.1	GO:0005634;GO:0005813;GO:0005814;GO:0005819;GO:0008017;GO:0016020;GO:0034453;GO:0042995
ENSGACT00000004312.1	GO:0005654;GO:0016591;GO:0042795
ENSGACT00000015615.1	GO:0005654;GO:0016591;GO:0042795
ENSGACT00000008766.1	GO:0005096;GO:0005829;GO:0007165;GO:0051056;GO:0090630
ENSGACT00000019129.1	GO:0004842;GO:0005737;GO:0016567;GO:0046872;GO:0051865;GO:0061630;GO:0090263
ENSGACT00000008540.1	GO:0005576
ENSGACT00000008550.1	GO:0005576
ENSGACT00000020016.1	GO:0005576
ENSGACT00000008553.1	GO:0005576
ENSGACT00000020018.1	GO:0005576
ENSGACT00000014478.1	GO:0005525;GO:0005789;GO:0007224;GO:0007275;GO:0008374;GO:0016021;GO:0016409;GO:0018345
ENSGACT00000020045.1	GO:0005634;GO:0005737;GO:0005794;GO:0005813;GO:0019899;GO:0030016;GO:0030953;GO:0032947;GO:0034622;GO:0090063;GO:1903358
ENSGACT00000021230.1	GO:0005634;GO:0005737;GO:0005794;GO:0005813;GO:0019899;GO:0030016;GO:0030953;GO:0032947;GO:0034622;GO:0090063;GO:1903358
ENSGACT00000014798.1	GO:0004181;GO:0005794;GO:0005814;GO:0005829;GO:0008270;GO:0015631;GO:0035608;GO:0035609;GO:0035610;GO:0036064;GO:0051607
ENSGACT00000009446.1	GO:0005245;GO:0005891
ENSGACT00000016194.1	GO:0003676;GO:0005654;GO:0005829;GO:0008270;GO:0042803;GO:0045892;GO:0045893;GO:0051321
ENSGACT00000012209.1	GO:0016021
ENSGACT00000026604.1	GO:0003714;GO:0005634;GO:0006355;GO:0010629;GO:0016235;GO:0016607;GO:0042393;GO:0043231
ENSGACT00000027434.1	
ENSGACT00000027433.2	
ENSGACT00000005078.1	GO:0003407;GO:0005749;GO:0005759;GO:0008177;GO:0034553;GO:0045087;GO:0045333
ENSGACT00000005876.1	GO:0016021;GO:0052689
ENSGACT00000003882.1	GO:0001764;GO:0005769;GO:0005886;GO:0016021;GO:0030665;GO:0031410;GO:0031901;GO:0043231;GO:0061024;GO:2000171
ENSGACT00000024292.1	GO:0003712;GO:0003723;GO:0005634;GO:0005654;GO:0007005;GO:0008134;GO:0030374;GO:0045944;GO:0051091
ENSGACT00000017376.1	GO:0016021
ENSGACT00000012167.1	GO:0016021
ENSGACT00000001148.1	GO:0005925;GO:0016021
ENSGACT00000014617.1	GO:0005634;GO:0006325;GO:0046872;GO:0051213
ENSGACT00000012723.1	
ENSGACT00000017545.1	GO:0002028;GO:0005886;GO:0016021
ENSGACT00000022644.1	GO:0005886;GO:0031410
ENSGACT00000005260.1	GO:0005794;GO:0016021;GO:0030659;GO:0042632;GO:0070858
ENSGACT00000005268.1	GO:0005794;GO:0016021;GO:0030659;GO:0042632;GO:0070858
ENSGACT00000021058.1	GO:0000502;GO:0005634;GO:0005769;GO:0005770;GO:0005771;GO:0005783;GO:0005793;GO:0005813;GO:0016020;GO:0030134;GO:0030139;GO:0030433;GO:0031410;GO:0032947;GO:0043248;GO:0070628
ENSGACT00000006266.2	GO:0000289;GO:0001556;GO:0003723;GO:0005654;GO:0005737;GO:0005829;GO:0008270;GO:0010526;GO:0010586;GO:0031054;GO:0031123;GO:0035198;GO:0050265;GO:0070569;GO:0071076;GO:1990074
ENSGACT00000013223.1	GO:0002931;GO:0005576;GO:0005615;GO:0010459;GO:0016651;GO:0034356;GO:0045776;GO:0051379;GO:0055114;GO:0070404;GO:0071871;GO:0097621;GO:1902074
ENSGACT00000013199.1	
ENSGACT00000018325.1	
ENSGACT00000012740.1	GO:0005634;GO:0005829;GO:0005886;GO:0007015;GO:0007596;GO:0016477;GO:0016607;GO:0030027;GO:0030032;GO:0030335;GO:0030838;GO:0031252;GO:0031529;GO:0031941;GO:0044351;GO:0044354;GO:0044877;GO:0046415;GO:0051496;GO:0051638;GO:0051639;GO:0070062;GO:1900026;GO:1902745;GO:2000813
ENSGACT00000009134.1	GO:0005634;GO:0005829;GO:0005886;GO:0007015;GO:0007596;GO:0016477;GO:0016607;GO:0030027;GO:0030032;GO:0030335;GO:0030838;GO:0031252;GO:0031529;GO:0031941;GO:0044351;GO:0044354;GO:0044877;GO:0046415;GO:0051496;GO:0051638;GO:0051639;GO:0070062;GO:1900026;GO:1902745;GO:2000813
