"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"Otu05283" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto" ""
"Otu05284" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Lachnospiraceae_unclassified" ""
"Otu05285" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05286" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillales_unclassified" "Bacillales_unclassified" ""
"Otu05287" "Bacteria" "Firmicutes" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" ""
"Otu05288" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05289" "Bacteria" "Firmicutes" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" ""
"Otu05290" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolineaceae_unclassified" ""
"Otu05291" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu05292" "Bacteria" "Acidobacteria" "Acidobacteria_Gp18" "Gp18" "Gp18_unclassified" "Gp18_unclassified" ""
"Otu05293" "Bacteria" "Actinobacteria" "Actinobacteria" "Bifidobacteriales" "Bifidobacteriaceae" "Bifidobacterium" ""
"Otu05294" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium" ""
"Otu05295" "Bacteria" "Actinobacteria" "Actinobacteria" "Gaiellales" "Gaiellaceae" "Gaiella" ""
"Otu05296" "Bacteria" "Armatimonadetes" "Armatimonadetes_gp2" "Armatimonadetes_gp2_unclassified" "Armatimonadetes_gp2_unclassified" "Armatimonadetes_gp2_unclassified" ""
"Otu05297" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Caulobacter" ""
"Otu05298" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu05299" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_unclassified" ""
"Otu05300" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillales_unclassified" "Bacillales_unclassified" ""
"Otu05301" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05302" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05303" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu05304" "Bacteria" "Acidobacteria" "Acidobacteria_Gp10" "Gp10" "Gp10_unclassified" "Gp10_unclassified" ""
"Otu05305" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05306" "Bacteria" "Acidobacteria" "Acidobacteria_Gp4" "Gp4" "Gp4_unclassified" "Gp4_unclassified" ""
"Otu05307" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" ""
"Otu05308" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu05309" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu05310" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_unclassified" "Rhizobiales_unclassified" ""
"Otu05311" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05312" "Bacteria" "Proteobacteria" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" ""
"Otu05313" "Bacteria" "Acidobacteria" "Acidobacteria_Gp21" "Gp21" "Gp21_unclassified" "Gp21_unclassified" ""
"Otu05314" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05315" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcus" ""
"Otu05316" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Gracilibacteraceae" "Gracilibacter" ""
"Otu05317" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto" ""
"Otu05318" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Saprospiraceae" "Saprospiraceae_unclassified" ""
"Otu05319" "Bacteria" "Actinobacteria" "Actinobacteria" "Coriobacteriales" "Coriobacteriaceae" "Coriobacteriaceae_unclassified" ""
"Otu05320" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu05321" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05322" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Oscillibacter" ""
"Otu05323" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05324" "Bacteria" "Firmicutes" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" ""
"Otu05325" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu05326" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05327" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Lachnospiraceae_unclassified" ""
"Otu05328" "Bacteria" "Actinobacteria" "Actinobacteria" "Gaiellales" "Gaiellaceae" "Gaiella" ""
"Otu05329" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05330" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Aquisphaera" ""
"Otu05331" "Bacteria" "Acidobacteria" "Acidobacteria_Gp3" "Gp3" "Gp3_unclassified" "Gp3_unclassified" ""
"Otu05332" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Oceanospirillales" "Halomonadaceae" "Kushneria" ""
"Otu05333" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05334" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Thiotrichales" "Thiotrichales_incertae_sedis" "Caedibacter" ""
"Otu05335" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonadaceae_unclassified" ""
"Otu05336" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05337" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05338" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05339" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Litoreibacter" ""
"Otu05340" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05341" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu05342" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ethanoligenens" ""
"Otu05343" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacteriaceae_unclassified" ""
"Otu05344" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05345" "Bacteria" "Proteobacteria" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" ""
"Otu05346" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcales_unclassified" "Myxococcales_unclassified" ""
"Otu05347" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacteriales" "Enterobacteriaceae" "Providencia" ""
"Otu05348" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05349" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_2" "Alkaliphilus" ""
"Otu05350" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05351" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella" ""
"Otu05352" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Thermoactinomycetaceae_1" "Thermoactinomycetaceae_1_unclassified" ""
"Otu05353" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu05354" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu05355" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Rhodobacteraceae_unclassified" ""
"Otu05356" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Corynebacteriaceae" "Corynebacterium" ""
"Otu05357" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05358" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" ""
"Otu05359" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05360" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05361" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Rhodoblastus" ""
"Otu05362" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05363" "Bacteria" "Firmicutes" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" ""
"Otu05364" "Bacteria" "Fusobacteria" "Fusobacteriia" "Fusobacteriales" "Fusobacteriaceae" "Cetobacterium" ""
"Otu05365" "Bacteria" "Bacteroidetes" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" ""
"Otu05366" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Arenimonas" ""
"Otu05367" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" ""
"Otu05368" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05369" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillales_unclassified" "Bacillales_unclassified" ""
"Otu05370" "Bacteria" "Actinobacteria" "Actinobacteria" "Coriobacteriales" "Coriobacteriaceae" "Asaccharobacter" ""
"Otu05371" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_unclassified" "Rhizobiales_unclassified" ""
"Otu05372" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillales_unclassified" "Bacillales_unclassified" ""
"Otu05373" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05374" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" ""
"Otu05375" "Bacteria" "Candidatus_Saccharibacteria" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" "Candidatus_Saccharibacteria_unclassified" ""
"Otu05376" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" ""
"Otu05377" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05378" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Nocardiaceae" "Nocardia" ""
"Otu05379" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophobacteraceae" "Syntrophobacteraceae_unclassified" ""
"Otu05380" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu05381" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" ""
"Otu05382" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05383" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcales_unclassified" "Myxococcales_unclassified" ""
"Otu05384" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" "Psychrobacter" ""
"Otu05385" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" ""
"Otu05386" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_unclassified" ""
"Otu05387" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05388" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05389" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" ""
"Otu05390" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" ""
"Otu05391" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae_1" "Paenibacillus" ""
"Otu05392" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05393" "Bacteria" "Proteobacteria" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" ""
"Otu05394" "Bacteria" "Proteobacteria" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" ""
"Otu05395" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae_2" "Bacillaceae_2_unclassified" ""
"Otu05396" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05397" "Bacteria" "Actinobacteria" "Actinobacteria" "Gaiellales" "Gaiellaceae" "Gaiella" ""
"Otu05398" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05399" "Bacteria" "Actinobacteria" "Actinobacteria" "Acidimicrobiales" "Acidimicrobiales_unclassified" "Acidimicrobiales_unclassified" ""
"Otu05400" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu05401" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05402" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu05403" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinobacteria_unclassified" "Actinobacteria_unclassified" "Actinobacteria_unclassified" ""
"Otu05404" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctomycetaceae_unclassified" ""
"Otu05405" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05406" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05407" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05408" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Arcticibacter" ""
"Otu05409" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05410" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Lachnospiraceae_unclassified" ""
"Otu05411" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05412" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" "Acetobacteraceae_unclassified" ""
"Otu05413" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Microbacteriaceae" "Microbacteriaceae_unclassified" ""
"Otu05414" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05415" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05416" "Bacteria" "Chloroflexi" "Chloroflexi_unclassified" "Chloroflexi_unclassified" "Chloroflexi_unclassified" "Chloroflexi_unclassified" ""
"Otu05417" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Veillonellaceae_unclassified" ""
"Otu05418" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Deltaproteobacteria_unclassified" "Deltaproteobacteria_unclassified" "Deltaproteobacteria_unclassified" ""
"Otu05419" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05420" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05421" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_unclassified" ""
"Otu05422" "Bacteria" "Actinobacteria" "Actinobacteria" "Acidimicrobiales" "Acidimicrobiales_unclassified" "Acidimicrobiales_unclassified" ""
"Otu05423" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05424" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05425" "Bacteria" "Actinobacteria" "Actinobacteria_unclassified" "Actinobacteria_unclassified" "Actinobacteria_unclassified" "Actinobacteria_unclassified" ""
"Otu05426" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_unclassified" ""
"Otu05427" "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Aquisphaera" ""
"Otu05428" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonadaceae_unclassified" ""
"Otu05429" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05430" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05431" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05432" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" ""
"Otu05433" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05434" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolineaceae_unclassified" ""
"Otu05435" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu05436" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05437" "Bacteria" "Proteobacteria" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" ""
"Otu05438" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae_2" "Virgibacillus" ""
"Otu05439" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_Incertae_Sedis_XI" "Sedimentibacter" ""
"Otu05440" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophaceae" "Desulfobacca" ""
"Otu05441" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcales_unclassified" "Myxococcales_unclassified" ""
"Otu05442" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus" ""
"Otu05443" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bdellovibrionaceae" "Vampirovibrio" ""
"Otu05444" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05445" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05446" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Gracilibacteraceae" "Gracilibacter" ""
"Otu05447" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05448" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05449" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_unclassified" ""
"Otu05450" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Aeromonadales" "Aeromonadaceae" "Aeromonadaceae_unclassified" ""
"Otu05451" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu05452" "Bacteria" "Chloroflexi" "Chloroflexi_unclassified" "Chloroflexi_unclassified" "Chloroflexi_unclassified" "Chloroflexi_unclassified" ""
"Otu05453" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Actinomycetales_unclassified" "Actinomycetales_unclassified" ""
"Otu05454" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05455" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu05456" "Bacteria" "Firmicutes" "Bacilli" "Bacilli_unclassified" "Bacilli_unclassified" "Bacilli_unclassified" ""
"Otu05457" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu05458" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05459" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05460" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" "Clostridiales_unclassified" ""
"Otu05461" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_unclassified" "Rhodospirillales_unclassified" ""
"Otu05462" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae_2" "Bacillaceae_2_unclassified" ""
"Otu05463" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05464" "Bacteria" "Acidobacteria" "Acidobacteria_Gp17" "Gp17" "Gp17_unclassified" "Gp17_unclassified" ""
"Otu05465" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05466" "Bacteria" "Bacteroidetes" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" ""
"Otu05467" "Bacteria" "Acidobacteria" "Acidobacteria_Gp16" "Gp16" "Gp16_unclassified" "Gp16_unclassified" ""
"Otu05468" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_unclassified" ""
"Otu05469" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotellaceae_unclassified" ""
"Otu05470" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Xanthomonadaceae_unclassified" ""
"Otu05471" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Prosthecobacter" ""
"Otu05472" "Bacteria" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" "Bacteria_unclassified" ""
"Otu05473" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Planococcaceae_unclassified" ""
"Otu05474" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae_1" "Paenibacillus" ""
"Otu05475" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_unclassified" ""
"Otu05476" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae_1" "Paenibacillaceae_1_unclassified" ""
